context,question,answer
"Nghị định hướng dẫn Luật Đấu thầu số 22 Điều 94. Lựa chọn nhà thầu theo số lượng dịch vụ kỹ thuật quy định tại điểm b khoản 1 Điều 55 của Luật Đấu thầu khoản 3 . Gói thầu có thể chia thành các phần tương ứng với một hoặc một số loại dịch vụ kỹ thuật. Cơ sở khám bệnh, chữa bệnh được tổng hợp nhu cầu của các cơ sở khám bệnh, chữa bệnh khác để hình thành gói thầu.","Cơ sở khám bệnh, chữa bệnh được tổng hợp nhu cầu của các cơ sở khám bệnh, chữa bệnh khác để làm gì?",hình thành gói thầu
"Nghị định hướng dẫn Luật Đấu thầu số 22 Điều 108. Điều chỉnh giá hợp đồng do lạm phát, giảm phát khoản 3 . Việc xác định trượt giá hợp đồng được thực hiện theo các phương pháp sau:  Phương pháp bù trừ trực tiếp;  Phương pháp điều chỉnh bằng công thức điều chỉnh trên cơ sở áp dụng chỉ số giá. Chỉ số giá để làm cơ sở tính trượt giá được xác định theo quy định trong hồ sơ mời thầu, hồ sơ yêu cầu và nội dung thương thảo, hoàn thiện hợp đồng. Nguồn chỉ số có thể quy định áp dụng theo chỉ số giá do Tổng cục Thống kê Việt Nam công bố hoặc chỉ số giá xây dựng do Bộ Xây dựng, Ủy ban nhân dân cấp tỉnh công bố. Đối với nội dung chi phí tính điều chỉnh trượt giá có nguồn gốc từ nước ngoài, có thể quy định áp dụng chỉ số giá được cơ quan thống kê độc lập nơi phát sinh chi phí ở nước ngoài công bố. Việc xác định phương pháp, công thức tính điều chỉnh giá phải dựa trên cơ sở khoa học, phù hợp tính chất của gói thầu và quy định cụ thể về quản lý rủi ro trượt giá trong hợp đồng. Chủ đầu tư có thể vận dụng các công thức điều chỉnh đang áp dụng rộng rãi trên thị trường quốc tế bao gồm các mẫu quy định của Hiệp hội quốc tế các kỹ sư tư vấn (FIDIC), hướng dẫn của Ngân hàng Thế giới (WB), Ngân hàng Phát triển Châu Á (ADB) và các mẫu khác;  Phương pháp điều chỉnh ngoài quy định tại điểm a và điểm b khoản này theo quy định của pháp luật.",Nguồn chỉ số giá nào được quy định áp dụng theo Nghị định hướng dẫn Luật Đấu thầu số 22 để tính trượt giá hợp đồng?,"Tổng cục Thống kê Việt Nam công bố hoặc chỉ số giá xây dựng do Bộ Xây dựng, Ủy ban nhân dân cấp tỉnh công bố"
"Luật Đấu thầu số 22/2023/QH15 Điều 6. Bảo đảm cạnh tranh trong đấu thầu khoản 3 . Nhà thầu tư vấn giám sát thực hiện hợp đồng, nhà thầu thực hiện hợp đồng, nhà thầu tư vấn kiểm định gói thầu đó phải độc lập về pháp lý và độc lập về tài chính với nhau.","Nhà thầu tư vấn giám sát thực hiện hợp đồng, nhà thầu thực hiện hợp đồng, nhà thầu tư vấn kiểm định gói thầu đó phải làm gì?",độc lập về pháp lý và độc lập về tài chính với nhau
"Nghị định hướng dẫn Luật Đấu thầu số 22 Điều 70. Thương thảo hợp đồng khoản 4 . Sau khi hoàn thành thương thảo hợp đồng, bên mời thầu lập tờ trình đề nghị phê duyệt kết quả lựa chọn nhà thầu gửi chủ đầu tư phê duyệt theo quy định tại Điều 71 của Nghị định này. Tờ trình đề nghị phê duyệt kết quả lựa chọn nhà thầu phải bao gồm các nội dung sau đây:  Kết quả đánh giá đối với từng hồ sơ dự thầu;  Danh sách nhà thầu được xem xét, xếp hạng và thứ tự xếp hạng nhà thầu;  Kết quả thương thảo hợp đồng;  Danh sách nhà thầu không đáp ứng yêu cầu và bị loại; lý do loại bỏ nhà thầu;  Tên nhà thầu được đề nghị trúng thầu, giá đề nghị trúng thầu, loại hợp đồng, thời gian thực hiện gói thầu và thời gian thực hiện hợp đồng;  Nhận xét về tính cạnh tranh, công bằng, minh bạch và hiệu quả kinh tế trong quá trình tổ chức lựa chọn nhà thầu. Trường hợp chưa bảo đảm cạnh tranh, công bằng, minh bạch và hiệu quả kinh tế, phải nêu rõ lý do và đề xuất biện pháp xử lý; những nội dung của hồ sơ mời thầu không phù hợp với quy định của pháp luật về đấu thầu hoặc nội dung có thể dẫn đến cách hiểu không rõ hoặc khác nhau trong quá trình thực hiện hoặc có thể làm sai lệch kết quả lựa chọn nhà thầu (nếu có); đề xuất biện pháp xử lý;  Những nội dung cần lưu ý (nếu có).",Tờ trình đề nghị phê duyệt kết quả lựa chọn nhà thầu phải bao gồm một số nội dung nào?,"Tên nhà thầu được đề nghị trúng thầu, giá đề nghị trúng thầu, loại hợp đồng, thời gian thực hiện gói thầu và thời gian thực hiện hợp đồng"
"Luật Đấu thầu số 22/2023/QH15 Điều 49. Thời gian tổ chức lựa chọn nhà đầu tư khoản 1 . Đối với đấu thầu trong nước, thời gian chuẩn bị hồ sơ dự thầu tối thiểu là 45 ngày kể từ ngày đầu tiên phát hành hồ sơ mời thầu đến ngày có thời điểm đóng thầu.",Thời gian chuẩn bị hồ sơ dự thầu tối thiểu là bao nhiêu ngày?,45 ngày kể từ ngày đầu tiên phát hành hồ sơ mời thầu đến ngày
"Luật Đấu thầu số 22/2023/QH15 Điều 18. Đình chỉ cuộc thầu, không công nhận kết quả lựa chọn nhà thầu, nhà đầu tư khoản 2 . Văn bản đình chỉ, không công nhận kết quả lựa chọn nhà thầu, nhà đầu tư phải nêu rõ lý do, nội dung, biện pháp và thời gian khắc phục vi phạm về đấu thầu.",Nội dung của Điều 18 trong Luật Đấu thầu 22/2023/QH15 là gì?,"Đình chỉ cuộc thầu, không công nhận kết quả lựa chọn nhà thầu, nhà đầu tư"
"Nghị định hướng dẫn Luật Đấu thầu số 22 Điều 85. Tư cách hợp lệ của cộng đồng dân cư, tổ chức đoàn thể, nhóm thợ tại địa phương khi thực hiện gói thầu có sự tham gia thực hiện của cộng đồng khoản 1 . Cộng đồng dân cư, tổ chức đoàn thể, nhóm thợ tại địa phương có tư cách hợp lệ để tham gia thực hiện các gói thầu quy định tại Điều 27 của Luật Đấu thầu khi người dân thuộc cộng đồng dân cư, nhóm thợ hoặc các hội viên của tổ chức đoàn thể sinh sống, cư trú trên địa bàn triển khai gói thầu và được hưởng lợi từ gói thầu.","Cộng đồng dân cư, tổ chức đoàn thể, nhóm thợ tại địa phương có tư cách hợp lệ để tham gia thực hiện các gói thầu quy định tại đâu?",quy định tại Điều 27 của Luật Đấu thầu
"Nghị định hướng dẫn Luật Đấu thầu số 22 Điều 98. Quy trình lựa chọn nhà thầu qua mạng khoản 2 . Tiêu chuẩn đánh giá hồ sơ dự sơ tuyển, hồ sơ quan tâm, hồ sơ dự thầu được thực hiện theo quy định tại các điều 24, 25, 37, 38, 61 và 62 của Nghị định này.","Hồ sơ dự sơ tuyển, hồ sơ quan tâm, hồ sơ dự thầu được đánh giá theo tiêu chuẩn nào trong Quy trình lựa chọn nhà thầu qua mạng khoản 2 Nghị định hướng dẫn Luật Đấu thầu số 22 Điều 98?","thực hiện theo quy định tại các điều 24, 25, 37, 38, 61 và 62 của Nghị định này"
"Nghị định hướng dẫn Luật Đấu thầu số 22 Điều 107. Sửa đổi hợp đồng khoản 1 . Sửa đổi hợp đồng là việc chủ đầu tư, nhà thầu thống nhất sửa đổi, bổ sung một hoặc một số nội dung so với quy định trong hợp đồng đã ký. Việc sửa đổi hợp đồng chỉ được thực hiện trong thời gian hợp đồng còn hiệu lực; đối với việc sửa đổi về tiến độ, khối lượng, giá thực hiện theo quy định tại khoản 2 Điều 70 của Luật Đấu thầu. Sửa đổi hợp đồng được áp dụng đối với tất cả loại hợp đồng quy định tại Điều 64 của Luật Đấu thầu. Việc sửa đổi hợp đồng phải được thực hiện bằng văn bản sửa đổi hợp đồng.","Việc sửa đổi hợp đồng chỉ được thực hiện trong thời gian hợp đồng còn hiệu lực; đối với việc sửa đổi về tiến độ, khối lượng, giá thực hiện theo quy định nào?",tại khoản 2 Điều 70 của Luật Đấu thầu
"Luật Đấu thầu số 22/2023/QH15 Điều 50. Lựa chọn nhà thầu, nhà đầu tư qua mạng khoản 1 . Đấu thầu rộng rãi, đấu thầu hạn chế, chào hàng cạnh tranh trong nước phải thực hiện trên Hệ thống mạng đấu thầu quốc gia theo lộ trình sau đây:  Từ ngày Luật này có hiệu lực thi hành đến hết ngày 31 tháng 12 năm 2024, việc đấu thầu qua mạng hoặc không qua mạng thực hiện theo quy định của Chính phủ;  Từ ngày 01 tháng 01 năm 2025, áp dụng đấu thầu qua mạng đối với tất cả các gói thầu, trừ trường hợp không đấu thầu trên Hệ thống mạng đấu thầu quốc gia theo quy định tại khoản 5 Điều này.","Theo Luật Đấu thầu số 22/2023/QH15 Điều 50, đấu thầu qua mạng và không qua mạng thực hiện bởi chủ thể nào?",Chính phủ
"Nghị định hướng dẫn Luật Đấu thầu số 22 Điều 132. Xử lý tình huống trong đấu thầu qua mạng và không qua mạng khoản 27 . Căn cứ nhu cầu sử dụng, chủ đầu tư được phép chấp thuận các hàng hóa có phiên bản sản xuất, năm sản xuất mới hơn so với hàng hóa ghi trong hợp đồng nếu đáp ứng đầy đủ các điều kiện sau đây:  Được nhà thầu thông báo bằng văn bản cho chủ đầu tư;  Hàng hóa thay thế và hàng hóa ghi trong hợp đồng thuộc cùng hãng sản xuất và có cùng xuất xứ;  Hàng hóa thay thế có tính năng kỹ thuật, cấu hình, thông số và các yêu cầu kỹ thuật khác tương đương hoặc tốt hơn hàng hóa ghi trong hợp đồng;  Phù hợp với nhu cầu sử dụng;  Đơn giá của hàng hóa không vượt đơn giá ghi trong hợp đồng.","Theo Nghị định hướng dẫn Luật Đấu thầu, chủ đầu tư được phép chấp thuận các hàng hóa có phiên bản sản xuất, năm sản xuất mới hơn so với hàng hóa ghi trong hợp đồng nếu đáp ứng đầy đủ một trong số các điều kiện là?",Được nhà thầu thông báo bằng văn bản cho chủ đầu tư
"Nghị định hướng dẫn Luật Đấu thầu số 22 Điều 97. Kết nối Hệ thống mạng đấu thầu quốc gia với các hệ thống khác khoản 2 . Kết nối với Hệ thống thông tin quản lý thuế  Hệ thống mạng đấu thầu quốc gia sử dụng thông tin thực hiện nghĩa vụ nộp thuế và thông tin báo cáo tài chính của tổ chức, doanh nghiệp, hộ kinh doanh trên Hệ thống thông tin quốc gia về đăng ký doanh nghiệp, đăng ký hợp tác xã, đăng ký hộ kinh doanh để phục vụ việc đánh giá hồ sơ dự thầu và xét duyệt trúng thầu đối với nhà thầu trên Hệ thống mạng đấu thầu quốc gia;  Thông tin về nghĩa vụ nộp thuế và thông tin báo cáo tài chính của tổ chức, doanh nghiệp, hộ kinh doanh được chia sẻ được cập nhật thường xuyên, liên tục;  Bộ Tài chính, Bộ Kế hoạch và Đầu tư chịu trách nhiệm triển khai kết nối Hệ thống thông tin quản lý thuế với Hệ thống mạng đấu thầu quốc gia thông qua Hệ thống thông tin quốc gia về đăng ký doanh nghiệp, đăng ký hợp tác xã, đăng ký hộ kinh doanh; quản lý thông tin tiếp nhận theo đúng quy định quản lý, kết nối và chia sẻ dữ liệu số của cơ quan nhà nước.",Kết nối Hệ thống mạng đấu thầu quốc gia với hệ thống nào theo Nghị định hướng dẫn Luật Đấu thầu số 22 Điều 97 khoản 2?,các hệ thống khác
"Luật Đấu thầu số 22/2023/QH15 Điều 37. Nguyên tắc lập kế hoạch lựa chọn nhà thầu khoản 4 . Việc phê duyệt kế hoạch lựa chọn nhà thầu phải căn cứ theo tính chất kỹ thuật, trình tự thực hiện; bảo đảm tính đồng bộ của dự án, dự toán mua sắm và phù hợp với kế hoạch tổng thể lựa chọn nhà thầu được duyệt (nếu có).",Quy định về nguyên tắc lập kế hoạch lựa chọn nhà thầu được quy định tại điều bao nhiêu trong Luật Đấu thầu số 22/2023/QH15?,Điều 37
"Nghị định hướng dẫn Luật Đấu thầu số 22 Điều 127. Trách nhiệm của đơn vị thẩm định khoản 7 . Trường hợp tổ chức, cá nhân được giao thẩm định không đủ năng lực thì tiến hành lựa chọn một tổ chức tư vấn có đủ năng lực và kinh nghiệm để thẩm định.","Nếu tổ chức, cá nhân được giao thẩm định không đủ năng lực thì phải thực hiện như thế nào?",tiến hành lựa chọn một tổ chức tư vấn có đủ năng lực và kinh nghiệm để thẩm định
"Nghị định hướng dẫn Luật Đấu thầu số 22  Điều 30. Sửa lỗi và hiệu chỉnh sai lệch khoản 1. Sửa lỗi là việc sửa lại những sai sót trong hồ sơ dự thầu bao gồm lỗi số học và các lỗi khác được tiến hành theo nguyên tắc sau đây: Lỗi số học bao gồm những lỗi do thực hiện các phép tính cộng, trừ, nhân, chia không chính xác khi tính toán giá dự thầu. Đối với hợp đồng theo đơn giá, hợp đồng theo thời gian, hợp đồng theo chi phí cộng phí, hợp đồng theo kết quả đầu ra, hợp đồng theo tỷ lệ phần trăm, trường hợp có sự không nhất quán giữa đơn giá và thành tiền thì lấy đơn giá làm cơ sở cho việc sửa lỗi; nếu phát hiện đơn giá có sự sai khác bất thường do lỗi hệ thập phân (10 lần, 100 lần, 1.000 lần) thì thành tiền là cơ sở cho việc sửa lỗi; Trường hợp tổng giá trị của các hạng mục không chính xác do lỗi khi cộng trừ giá trị của các hạng mục thì giá trị của các hạng mục là cơ sở để sửa lỗi; Trường hợp không nhất quán giữa giá dự thầu ghi bằng số và giá dự thầu ghi bằng chữ thì giá dự thầu ghi bằng chữ là cơ sở để sửa lỗi, trừ trường hợp giá ghi bằng chữ không có nghĩa; trường hợp giá dự thầu ghi bằng chữ có sai sót về lỗi số học thì giá ghi bằng số là cơ sở cho việc sửa lỗi sau khi được chuẩn xác (nếu có) theo điểm a và điểm b khoản này; Tại cột thành tiền đã được điền đầy đủ giá trị nhưng không có đơn giá tương ứng thì đơn giá được xác định bằng cách chia thành tiền cho số lượng; khi có đơn giá nhưng cột thành tiền bỏ trống thì giá trị cột thành tiền sẽ được xác định bằng cách nhân số lượng với đơn giá; nếu một nội dung nào đó có điền đơn giá và giá trị tại cột thành tiền nhưng bỏ trống số lượng thì số lượng bỏ trống được xác định bằng cách chia giá trị tại cột thành tiền cho đơn giá của nội dung đó. Trường hợp số lượng được xác định theo nguyên tắc này khác với số lượng nêu trong hồ sơ mời thầu thì giá trị sai khác đó là sai lệch về phạm vi cung cấp và được hiệu chỉnh theo quy định tại khoản 2 Điều này, trừ gói thầu xây lắp áp dụng hợp đồng trọn gói; Lỗi nhầm đơn vị tính: Sửa lại cho phù hợp với yêu cầu của hồ sơ mời thầu.",Trường hợp nào thì giá trị sai khác đó là sai lệch về phạm vi cung cấp?,số lượng được xác định theo nguyên tắc này khác với số lượng nêu trong hồ sơ mời thầu
"Luật Đấu thầu số 22/2023/QH15 Điều 4. Giải thích từ ngữ khoản 25 . Nhà đầu tư là tổ chức, cá nhân tham dự thầu, đứng tên dự thầu và trực tiếp ký, thực hiện hợp đồng nếu được lựa chọn. Nhà đầu tư có thể là nhà đầu tư độc lập hoặc nhà đầu tư liên danh.","Theo Luật Đấu thầu số 22/2023/QH15, nhà đầu tư là gì?","tổ chức, cá nhân tham dự thầu, đứng tên dự thầu và trực tiếp ký, thực hiện hợp đồng nếu được lựa chọn"
"Luật Đấu thầu số 22/2023/QH15 Điều 57. Lựa chọn nhà thầu cung cấp sản phẩm, dịch vụ công khoản 3 . Ngoài các hình thức lựa chọn nhà thầu quy định tại Chương II của Luật này, việc lựa chọn nhà thầu cung cấp sản phẩm, dịch vụ công được thực hiện theo hình thức đặt hàng, giao nhiệm vụ theo quy định của Chính phủ.","Ngoài các hình thức lựa chọn nhà thầu quy định,việc lựa chọn nhà thầu quy định tại đâu?","Chương II của Luật này, việc lựa chọn nhà thầu cung cấp sản phẩm, dịch vụ công được thực hiện theo hình thức đặt hàng, giao nhiệm vụ theo quy định của Chính phủ"
"Nghị định hướng dẫn Luật Đấu thầu số 22 Điều 6. Ưu đãi đối với đấu thầu quốc tế khoản 2 . Đối với gói thầu cung cấp dịch vụ phi tư vấn, xây lắp, hỗn hợp:  Trường hợp áp dụng phương pháp giá thấp nhất, nhà thầu không thuộc đối tượng được hưởng ưu đãi phải cộng thêm một khoản tiền bằng 7,5% giá dự thầu sau sửa lỗi, hiệu chỉnh sai lệch, trừ đi giá trị giảm giá (nếu có) vào giá dự thầu sau sửa lỗi, hiệu chỉnh sai lệch, trừ đi giá trị giảm giá (nếu có) của nhà thầu đó để so sánh, xếp hạng;  Trường hợp áp dụng phương pháp giá đánh giá, nhà thầu không thuộc đối tượng được hưởng ưu đãi phải cộng thêm một khoản tiền bằng 7,5% giá dự thầu sau sửa lỗi, hiệu chỉnh sai lệch, trừ đi giá trị giảm giá (nếu có) vào giá đánh giá của nhà thầu đó để so sánh, xếp hạng;  Trường hợp áp dụng phương pháp kết hợp giữa kỹ thuật và giá, nhà thầu thuộc đối tượng được hưởng ưu đãi được cộng thêm 7,5% điểm tổng hợp của nhà thầu vào điểm tổng hợp của nhà thầu đó để so sánh, xếp hạng.","Câu hỏi: Theo Nghị định hướng dẫn Luật Đấu thầu số 22, đối với gói thầu cung cấp dịch vụ phi tư vấn, xây lắp, hỗn hợp, nhà thầu nào phải cộng thêm 7,5% vào giá dự thầu trong trường hợp áp dụng phương pháp giá thấp nhất?",đấu thầu quốc tế
"Luật Đấu thầu số 22/2023/QH15 Điều 23. Chỉ định thầu khoản 2. Đối với gói thầu quy định tại các điểm a, b và c khoản 1 Điều này, chủ đầu tư quyết định, chịu trách nhiệm việc chỉ định thầu theo quy trình rút gọn cho nhà thầu có năng lực, kinh nghiệm để thực hiện ngay gói thầu. Trong thời hạn 15 ngày kể từ ngày bắt đầu thực hiện gói thầu, các bên phải hoàn thiện thủ tục chỉ định thầu bao gồm các bước sau: chuẩn bị và gửi dự thảo hợp đồng cho nhà thầu; hoàn thiện hợp đồng; trình, phê duyệt và công khai kết quả lựa chọn nhà thầu; ký kết và quản lý thực hiện hợp đồng. 3. Việc thực hiện chỉ định thầu đối với gói thầu quy định tại các điểm d, đ, e, g, h, i, k, l và m khoản 1 Điều này phải đáp ứng đủ các điều kiện sau đây:  Có quyết định đầu tư dược phê duyệt đối với dự án, trừ gói thầu tư vấn phục vụ công tác chuẩn bị dự án;  Có kế hoạch lựa chọn nhà thầu được phê duyệt;  Đã được bố trí vốn để thực hiện gói thầu;  Có dự toán được phê duyệt theo quy định, trừ gói thầu EP, EC, EPC, gói thầu chìa khóa trao tay. 4. Đối với gói thầu hoặc nội dung mua sắm có giá không quá 50 triệu đồng, thủ trưởng cơ quan, đơn vị mua sắm chịu trách nhiệm quyết định việc mua sắm bảo đảm tiết kiệm, hiệu quả và tự chịu trách nhiệm về quyết định của mình mà không phải lập, thẩm định, phê duyệt kế hoạch lựa chọn nhà thầu, dự toán gói thầu, không phải ký hợp đồng với nhà cung cấp nhưng phải bảo đảm chế độ hóa đơn, chứng từ đầy đủ theo quy định của pháp luật. 5. Việc chỉ định thầu phải được thực hiện trong thời hạn không quá 45 ngày kể từ ngày phê duyệt hồ sơ yêu cầu đến ngày ký kết hợp đồng; trường hợp gói thầu có quy mô lớn, phức tạp không quá 90 ngày. 6. Trường hợp gói thầu quy định tại khoản 1 Điều này đáp ứng điều kiện chỉ định thầu quy định tại khoản 3 Điều này nhưng vẫn có thể áp dụng các hình thức lựa chọn nhà thầu khác quy định tại các Điều 21, 22, 24 và 25 của Luật này thì khuyến khích người có thẩm quyền quyết định áp dụng hình thức khác để lựa chọn nhà thầu. 7. Chính phủ quy định chi tiết điểm c khoản 1 Điều này.","Đối với gói thầu hoặc nội dung mua sắm có giá không quá 50 triệu đồng, thủ trưởng cơ quan, đơn vị mua sắm chịu trách nhiệm về quyết định của mình mà không phải làm gì?","phải lập, thẩm định, phê duyệt kế hoạch lựa chọn"
"Luật Đấu thầu số 22/2023/QH15 Điều 77. Trách nhiệm của người có thẩm quyền khoản 7 . Tổ chức kiểm tra, giám sát công tác đấu thầu, thực hiện hợp đồng.","Theo Luật Đấu thầu, điều nào quy định trách nhiệm kiểm tra, giám sát công tác đấu thầu?","Tổ chức kiểm tra, giám sát công tác đấu thầu, thực hiện hợp đồng"
Nghị định hướng dẫn Luật Đấu thầu số 22 Điều 81. Quy trình mua sắm trực tiếp khoản 3 . Hồ sơ yêu cầu được phát hành cho nhà thầu đã được lựa chọn trước đó. Trường hợp nhà thầu này không có khả năng tiếp tục thực hiện gói thầu mua sắm trực tiếp thì chủ đầu tư lựa chọn nhà thầu có tên trong danh sách xếp hạng của gói thầu trước đó hoặc nhà thầu khác nếu đáp ứng quy định tại khoản 3 Điều 25 của Luật Đấu thầu.,Trường hợp nhà thầu đã được lựa chọn trước đó không có khả năng tiếp tục thực hiện gói thầu mua sắm trực tiếp thì chủ đầu tư lựa chọn nhà thầu có tên như thế nào?,lựa chọn nhà thầu có tên trong danh sách xếp hạng của gói thầu trước đó hoặc nhà thầu khác
"Luật Đấu thầu số 22/2023/QH15 Điều 5. Tư cách hợp lệ của nhà thầu, nhà đầu tư khoản 2 . Nhà thầu là hộ kinh doanh có tư cách hợp lệ khi đáp ứng đủ các điều kiện sau đây:  Có giấy chứng nhận đăng ký hộ kinh doanh theo quy định của pháp luật;  Không đang trong quá trình chấm dứt hoạt động hoặc bị thu hồi giấy chứng nhận đăng ký hộ kinh doanh; chủ hộ kinh doanh không đang bị truy cứu trách nhiệm hình sự;  Đáp ứng điều kiện quy định tại các điểm d, đ, e và h khoản 1 Điều này.",Điều kiện nào mà nhà thầu là hộ kinh doanh cần đáp ứng để có tư cách hợp lệ theo khoản 2 của Luật Đấu thầu số 22/2023/QH15?,Không đang trong quá trình chấm dứt hoạt động hoặc bị thu hồi giấy chứng nhận đăng ký hộ kinh doanh
Luật Đấu thầu số 22/2023/QH15 Điều 78. Trách nhiệm của chủ đầu tư khoản 14 . Trang bị cơ sở hạ tầng về công nghệ thông tin đáp ứng yêu cầu đấu thầu qua mạng.,Trách nhiệm của chủ đầu tư khoản 14 Luật Đấu thầu số 22/2023/QH15 Điều 78 là gì?,Trang bị cơ sở hạ tầng về công nghệ thông tin đáp ứng yêu cầu đấu thầu qua mạng
"Nghị định hướng dẫn Luật Đấu thầu số 22 Điều 80. Quy trình chào hàng cạnh tranh khoản 1 . Chuẩn bị lựa chọn nhà thầu:  Hồ sơ mời thầu được lập căn cứ quy định tại khoản 1 và khoản 2 Điều 25 của Nghị định này. Nội dung hồ sơ mời thầu bao gồm: thông tin tóm tắt về dự án, dự toán mua sắm, gói thầu; chỉ dẫn nhà thầu; bảng dữ liệu đấu thầu; tiêu chuẩn đánh giá về tính hợp lệ của hồ sơ dự thầu; tiêu chuẩn đánh giá về năng lực, kinh nghiệm và đánh giá về kỹ thuật sử dụng tiêu chí đạt, không đạt; tiêu chuẩn đánh giá về tài chính theo phương pháp giá thấp nhất hoặc phương pháp giá đánh giá. Đối với gói thầu mua sắm hàng hóa, xây lắp, căn cứ vào quy mô, tính chất của gói thầu, hồ sơ mời thầu có thể bao gồm tiêu chuẩn đánh giá về năng lực và kinh nghiệm hoặc không bao gồm tiêu chuẩn này nhưng nhà thầu tham dự thầu phải cam kết có đủ năng lực, kinh nghiệm để thực hiện gói thầu. Đối với gói thầu phi tư vấn, hồ sơ mời thầu không yêu cầu tiêu chuẩn đánh giá về năng lực và kinh nghiệm. Đối với gói thầu mua sắm hàng hóa, nhà thầu là cá nhân, nhóm cá nhân chào thầu sản phẩm đổi mới sáng tạo của mình đáp ứng quy định tại khoản 4 Điều 5 của Nghị định này không phải đáp ứng một số tiêu chí quy định tại khoản 3 Điều 9 của Nghị định này. Trường hợp nhà thầu là hộ kinh doanh, nhà thầu không phải nộp báo cáo tài chính, không phải đáp ứng yêu cầu về giá trị tài sản ròng;  Thẩm định và phê duyệt hồ sơ mời thầu: Hồ sơ mời thầu được thẩm định theo quy định tại Điều 130 của Nghị định này trước khi phê duyệt. Việc phê duyệt hồ sơ mời thầu căn cứ vào tờ trình phê duyệt, báo cáo thẩm định hồ sơ mời thầu.",Việc phê duyệt hồ sơ mời thầu căn cứ vào những yếu tố nào?,"tờ trình phê duyệt, báo cáo thẩm định hồ sơ mời thầu"
"Nghị định hướng dẫn Luật Đấu thầu số 22 Điều 55. Chuẩn bị, tổ chức đấu thầu giai đoạn hai khoản 2 . Lập hồ sơ mời thầu giai đoạn hai:  Căn cứ lập hồ sơ mời thầu: Ngoài các căn cứ quy định tại khoản 1 và khoản 2 Điều 25 của Nghị định này, hồ sơ mời thầu giai đoạn hai phải căn cứ vào nội dung đã được chủ đầu tư quyết định điều chỉnh, bổ sung về chỉ dẫn nhà thầu, tiêu chuẩn đánh giá, yêu cầu kỹ thuật, điều kiện hợp đồng và các nội dung khác của hồ sơ mời thầu giai đoạn một;  Nội dung hồ sơ mời thầu: Hồ sơ mời thầu bao gồm các nội dung sau: chỉ dẫn nhà thầu, tùy chọn mua thêm (nếu có); bảng dữ liệu đấu thầu; tiêu chuẩn đánh giá về tính hợp lệ của hồ sơ dự thầu; năng lực, kinh nghiệm của nhà thầu; kỹ thuật; tài chính, thương mại; thông tin về kết quả thực hiện hợp đồng của nhà thầu và chất lượng hàng hóa tương tự đã sử dụng; biểu mẫu mời thầu và dự thầu; phạm vi cung cấp, yêu cầu về kỹ thuật; điều kiện và biểu mẫu hợp đồng; các hồ sơ, bản vẽ và nội dung khác (nếu có).",Căn cứ lập hồ sơ mời thầu quy định tại đâu theo Nghị định hướng dẫn Luật Đấu thầu số 22?,khoản 1 và khoản 2 Điều 25
"Nghị định hướng dẫn Luật Đấu thầu số 22 Điều 101. Quy trình chào giá trực tuyến thông thường khoản 4 . Đánh giá hồ sơ dự thầu và tổ chức chào giá trực tuyến:  Bên mời thầu đánh giá hồ sơ dự thầu theo quy định tại Điều 28 của Nghị định này;  Danh sách nhà thầu đáp ứng yêu cầu về kỹ thuật được thẩm định, phê duyệt. Trên cơ sở danh sách nhà thầu đáp ứng yêu cầu về kỹ thuật, chủ đầu tư gửi thông báo mời tham gia chào giá trực tuyến trên Hệ thống mạng đấu thầu quốc gia đến các nhà thầu có trong danh sách tối thiểu 03 ngày làm việc trước ngày có thời điểm bắt đầu chào giá trực tuyến. Thông báo mời tham gia chào giá trực tuyến bao gồm các nội dung sau: Thời điểm bắt đầu chào giá trực tuyến; Nguyên tắc xếp hạng nhà thầu, bao gồm cả công thức toán học được sử dụng trong quá trình chào giá trực tuyến để tự động xếp hạng nhà thầu trên cơ sở mức giá nhà thầu chào cùng với các yếu tố khác trong phiên chào giá trực tuyến; Bước giá; Thời điểm kết thúc chào giá trực tuyến; Các thông tin liên quan khác (nếu có);  Nhà thầu quyết định việc tham gia chào giá trực tuyến theo thông báo của bên mời thầu. Trường hợp nhà thầu được mời tham gia chào giá trực tuyến nhưng quyết định không tham gia thì hồ sơ dự thầu của nhà thầu sẽ tiếp tục được đánh giá về tài chính căn cứ theo hồ sơ dự thầu đã nộp trước thời điểm đóng thầu;  Nhà thầu tham gia chào giá trực tuyến trên Hệ thống mạng đấu thầu quốc gia. Thời gian chào giá trực tuyến tối thiểu là 03 giờ kể từ thời điểm bắt đầu chào giá trực tuyến.",Trường hợp nhà thầu được mời tham gia chào giá trực tuyến nhưng như thế nào thì hồ sơ dự thầu của nhà thầu sẽ tiếp tục được đánh giá về tài chính ?,quyết định không tham gia
